frame,distance,adult_speed,child_speed
1,None,None,None
2,None,None,None
3,None,None,None
4,None,None,None
5,None,None,None
6,None,None,None
7,None,None,None
8,None,None,None
9,None,None,None
10,None,None,None
11,None,None,None
12,None,None,None
13,None,None,None
14,None,None,None
15,None,None,None
16,None,None,None
17,None,None,None
18,None,None,None
19,None,None,None
20,None,None,None
21,None,None,None
22,None,None,None
23,None,None,None
24,None,None,None
25,None,None,None
26,None,None,None
27,None,None,None
28,None,None,None
29,None,None,None
30,None,None,None
31,None,None,None
32,None,None,None
33,None,None,None
34,None,None,None
35,None,None,None
36,None,None,None
37,None,None,None
38,None,None,None
39,None,None,None
40,None,None,None
41,None,None,None
42,None,None,None
43,None,None,None
44,None,None,None
45,None,None,None
46,None,None,None
47,None,None,None
48,None,None,None
49,None,None,None
50,None,None,None
51,None,None,None
52,None,None,None
53,None,None,None
54,None,None,None
55,None,None,None
56,None,None,None
57,None,None,None
58,None,None,None
59,None,None,None
60,None,None,None
61,None,None,None
62,None,None,None
63,None,None,None
64,None,None,None
65,None,None,None
66,None,None,None
67,None,None,None
68,None,None,None
69,None,None,None
70,None,None,None
71,None,None,None
72,None,None,None
73,None,None,None
74,None,None,None
75,None,None,None
76,None,None,None
77,None,None,None
78,None,None,None
79,None,None,None
80,None,None,None
81,None,None,None
82,None,None,None
83,None,None,None
84,None,None,None
85,None,None,None
86,None,None,None
87,None,None,None
88,None,None,None
89,None,None,None
90,None,None,None
91,None,None,None
92,None,None,None
93,None,None,None
94,None,None,None
95,None,None,None
96,None,None,None
97,None,None,None
98,None,None,None
99,None,None,None
100,None,None,None
101,None,None,None
102,None,None,None
103,None,None,None
104,None,None,None
105,None,None,None
106,None,None,None
107,None,None,None
108,None,None,None
109,None,None,None
110,None,None,None
111,None,None,None
112,None,None,None
113,None,None,None
114,None,None,None
115,None,None,None
116,None,None,None
117,None,None,None
118,None,None,None
119,None,None,None
120,None,None,None
121,None,None,None
122,None,None,None
123,None,None,None
124,None,None,None
125,None,None,None
126,None,None,None
127,None,None,None
128,None,None,None
129,None,None,None
130,None,None,None
131,None,None,None
132,None,None,None
133,None,None,None
134,None,None,None
135,None,None,None
136,None,None,None
137,None,None,None
138,None,None,None
139,None,None,None
140,None,None,None
141,None,None,None
142,None,None,None
143,None,None,None
144,None,None,None
145,None,None,None
146,None,None,None
147,None,None,None
148,None,None,None
149,None,None,None
150,None,None,None
151,None,None,None
152,None,None,None
153,None,None,None
154,None,None,None
155,None,None,None
156,None,None,None
157,None,None,None
158,None,None,None
159,None,None,None
160,None,None,None
161,None,None,None
162,None,None,None
163,None,None,None
164,None,None,None
165,None,None,None
166,None,None,None
167,None,None,None
168,None,None,None
169,None,None,None
170,None,None,None
171,None,None,None
172,None,None,None
173,None,None,None
174,None,None,None
175,None,None,None
176,None,None,None
177,None,None,None
178,None,None,None
179,None,None,None
180,None,None,None
181,None,None,None
182,None,None,None
183,None,None,None
184,None,None,None
185,None,None,None
186,None,None,None
187,None,None,None
188,None,None,None
189,None,None,None
190,None,None,None
191,None,None,None
192,None,None,None
193,None,None,None
194,None,None,None
195,None,None,None
196,None,None,None
197,None,None,None
198,None,None,None
199,None,None,None
200,None,None,None
201,None,None,None
202,None,None,None
203,None,None,None
204,None,None,None
205,None,None,None
206,None,None,None
207,None,None,None
208,None,None,None
209,None,None,None
210,None,None,None
211,None,None,None
212,None,None,None
213,None,None,None
214,None,None,None
215,None,None,None
216,None,None,None
217,None,None,None
218,None,None,None
219,None,None,None
220,None,None,None
221,None,None,None
222,None,None,None
223,None,None,None
224,None,None,None
225,None,None,None
226,None,None,None
227,None,None,None
228,None,None,None
229,None,None,None
230,None,None,None
231,None,None,None
232,None,None,None
233,None,None,None
234,None,None,None
235,None,None,None
236,None,None,None
237,None,None,None
238,None,None,None
239,None,None,None
240,None,None,None
241,None,None,None
242,None,None,None
243,None,None,None
244,None,None,None
245,None,None,None
246,None,None,None
247,None,None,None
248,None,None,None
249,None,None,None
250,None,None,None
251,None,None,None
252,None,None,None
253,None,None,None
254,None,None,None
255,None,None,None
256,None,None,None
257,None,None,None
258,None,None,None
259,None,None,None
260,None,None,None
261,None,None,None
262,None,None,None
263,None,None,None
264,None,None,None
265,None,None,None
266,None,None,None
267,None,None,None
268,None,None,None
269,None,None,None
270,None,None,None
271,None,None,None
272,None,None,None
273,None,None,None
274,None,None,None
275,None,None,None
276,None,None,None
277,None,None,None
278,None,None,None
279,None,None,None
280,None,None,None
281,None,None,None
282,None,None,None
283,None,None,None
284,None,None,None
285,None,None,None
286,None,None,None
287,None,None,None
288,None,None,None
289,None,None,None
290,None,None,None
291,None,None,None
292,None,None,None
293,None,None,None
294,None,None,None
295,None,None,None
296,None,None,None
297,None,None,None
298,None,None,None
299,None,None,None
300,None,None,None
301,None,None,None
302,None,None,None
303,None,None,None
304,None,None,None
305,None,None,None
306,None,None,None
307,None,None,None
308,None,None,None
309,None,None,None
310,None,None,None
311,None,None,None
312,None,None,None
313,None,None,None
314,None,None,None
315,None,None,None
316,None,None,None
317,None,None,None
318,None,None,None
319,None,None,None
320,None,None,None
321,None,None,None
322,None,None,None
323,None,None,None
324,None,None,None
325,None,None,None
326,None,None,None
327,None,None,None
328,None,None,None
329,None,None,None
330,None,None,None
331,None,None,None
332,None,None,None
333,None,None,None
334,None,None,None
335,None,None,None
336,None,None,None
337,None,None,None
338,None,None,None
339,None,None,None
340,None,None,None
341,None,None,None
342,None,None,None
343,None,None,None
344,None,None,None
345,None,None,None
346,None,None,None
347,None,None,None
348,None,None,None
349,None,None,None
350,None,None,None
351,None,None,None
352,None,None,None
353,None,None,None
354,None,None,None
355,None,None,None
356,None,None,None
357,None,None,None
358,None,None,None
359,None,None,None
360,None,None,None
361,None,None,None
362,None,None,None
363,None,None,None
364,None,None,None
365,None,None,None
366,None,None,None
367,None,None,None
368,None,None,None
369,None,None,None
370,None,None,None
371,None,None,None
372,None,None,None
373,None,None,None
374,None,None,None
375,None,None,None
376,None,None,None
377,None,None,None
378,None,None,None
379,None,None,None
380,None,None,None
381,None,None,None
382,None,None,None
383,None,None,None
384,None,None,None
385,None,None,None
386,None,None,None
387,None,None,None
388,None,None,None
389,None,None,None
390,None,None,None
391,None,None,None
392,None,None,None
393,None,None,None
394,None,None,None
395,None,None,None
396,None,None,None
397,None,None,None
398,None,None,None
399,None,None,None
400,None,None,None
401,None,None,None
402,None,None,None
403,None,None,None
404,None,None,None
405,None,None,None
406,None,None,None
407,None,None,None
408,None,None,None
409,None,None,None
410,None,None,None
411,None,None,None
412,None,None,None
413,None,None,None
414,None,None,None
415,None,None,None
416,None,None,None
417,None,None,None
418,None,None,None
419,None,None,None
420,None,None,None
421,None,None,None
422,None,None,None
423,None,None,None
424,None,None,None
425,None,None,None
426,None,None,None
427,None,None,None
428,None,None,None
429,None,None,None
430,None,None,None
431,None,None,None
432,None,None,None
433,None,None,None
434,None,None,None
435,None,None,None
436,None,None,None
437,None,None,None
438,None,None,None
439,None,None,None
440,None,None,None
441,None,None,None
442,None,None,None
443,None,None,None
444,None,None,None
445,None,None,None
446,None,None,None
447,None,None,None
448,None,None,None
449,None,None,None
450,None,None,None
451,None,None,None
452,None,None,None
453,None,None,None
454,None,None,None
455,None,None,None
456,None,None,None
457,None,None,None
458,None,None,None
459,None,None,None
460,None,None,None
461,None,None,None
462,None,None,None
463,None,None,None
464,None,None,None
465,None,None,None
466,None,None,None
467,None,None,None
468,None,None,None
469,None,None,None
470,None,None,None
471,None,None,None
472,None,None,None
473,None,None,None
474,None,None,None
475,None,None,None
476,None,None,None
477,None,None,None
478,None,None,None
479,None,None,None
480,None,None,None
481,None,None,None
482,None,None,None
483,None,None,None
484,None,None,None
485,None,None,None
486,None,None,None
487,None,None,None
488,None,None,None
489,None,None,None
490,None,None,None
491,None,None,None
492,None,None,None
493,None,None,None
494,None,None,None
495,None,None,None
496,None,None,None
497,None,None,None
498,None,None,None
499,None,None,None
500,None,None,None
501,None,None,None
502,None,None,None
503,None,None,None
504,None,None,None
505,None,None,None
506,None,None,None
507,None,None,None
508,None,None,None
509,None,None,None
510,None,None,None
511,None,None,None
512,None,None,None
513,None,None,None
514,None,None,None
515,None,None,None
516,None,None,None
517,None,None,None
518,None,None,None
519,None,None,None
520,None,None,None
521,None,None,None
522,None,None,None
523,None,None,None
524,None,None,None
525,None,None,None
526,None,None,None
527,None,None,None
528,None,None,None
529,None,None,None
530,None,None,None
531,None,None,None
532,None,None,None
533,None,None,None
534,None,None,None
535,None,None,None
536,None,None,None
537,None,None,None
538,None,None,None
539,None,None,None
540,None,None,None
541,None,None,None
542,None,None,None
543,None,None,None
544,None,None,None
545,None,None,None
546,None,None,None
547,None,None,None
548,None,None,None
549,None,None,None
550,None,None,None
551,None,None,None
552,None,None,None
553,None,None,None
554,None,None,None
555,None,None,None
556,None,None,None
557,None,None,None
558,None,None,None
559,None,None,None
560,None,None,None
561,None,None,None
562,None,None,None
563,None,None,None
564,None,None,None
565,None,None,None
566,None,None,None
567,None,None,None
568,None,None,None
569,None,None,None
570,None,None,None
571,None,None,None
572,None,None,None
573,None,None,None
574,None,None,None
575,None,None,None
576,None,None,None
577,None,None,None
578,None,None,None
579,None,None,None
580,None,None,None
581,None,None,None
582,None,None,None
583,None,None,None
584,None,None,None
585,None,None,None
586,None,None,None
587,None,None,None
588,None,None,None
589,None,None,None
590,None,None,None
591,None,None,None
592,None,None,None
593,None,None,None
594,None,None,None
595,None,None,None
596,None,None,None
597,None,None,None
598,None,None,None
599,None,None,None
600,None,None,None
601,None,None,None
602,None,None,None
603,None,None,None
604,None,None,None
605,None,None,None
606,None,None,None
607,None,None,None
608,None,None,None
609,None,None,None
610,None,None,None
611,None,None,None
612,None,None,None
613,None,None,None
614,None,None,None
615,None,None,None
616,None,None,None
617,None,None,None
618,None,None,None
619,None,None,None
620,None,None,None
621,None,None,None
622,None,None,None
623,None,None,None
624,None,None,None
625,None,None,None
626,None,None,None
627,None,None,None
628,None,None,None
629,None,None,None
630,None,None,None
631,None,None,None
632,None,None,None
633,None,None,None
634,None,None,None
635,None,None,None
636,None,None,None
637,None,None,None
638,None,None,None
639,None,None,None
640,None,None,None
641,None,None,None
642,None,None,None
643,None,None,None
644,None,None,None
645,None,None,None
646,None,None,None
647,None,None,None
648,None,None,None
649,None,None,None
650,None,None,None
651,None,None,None
652,None,None,None
653,None,None,None
654,None,None,None
655,None,None,None
656,None,None,None
657,None,None,None
658,None,None,None
659,None,None,None
660,None,None,None
661,None,None,None
662,None,None,None
663,None,None,None
664,None,None,None
665,None,None,None
666,None,None,None
667,None,None,None
668,None,None,None
669,None,None,None
670,None,None,None
671,None,None,None
672,None,None,None
673,None,None,None
674,None,None,None
675,None,None,None
676,None,None,None
677,None,None,None
678,None,None,None
679,None,None,None
680,None,None,None
681,None,None,None
682,None,None,None
683,None,None,None
684,None,None,None
685,None,None,None
686,None,None,None
687,None,None,None
688,None,None,None
689,None,None,None
690,None,None,None
691,None,None,None
692,None,None,None
693,None,None,None
694,None,None,None
695,None,None,None
696,None,None,None
697,None,None,None
698,None,None,None
699,None,None,None
700,None,None,None
701,None,None,None
